metric_id,ticket_id,first_resolution_time,full_resolution_time,agent_work_time,requester_wait_time,reply_time,group_stations,assignee_stations,reopens,replies,assignee_updated_at,requester_updated_at,status_updated_at,initially_assigned_at,assigned_at,solved_at
142,142,3,144,28,144,4,1,1,1,4,2024-09-28 22:36:01,2024-09-23 00:46:39,2024-09-29 00:00:00,2024-09-23 02:18:57,2024-09-23 02:18:57,2024-09-29 00:00:00
143,143,7,144,47,144,2,1,1,2,10,2024-06-15 22:32:08,2024-06-15 18:38:50,2024-06-16 00:00:00,2024-06-10 01:54:30,2024-06-10 01:54:30,2024-06-16 00:00:00
144,144,3,336,44,336,3,1,1,0,4,2022-09-05 23:51:39,2022-09-05 14:08:58,2022-09-06 00:00:00,2022-08-23 01:37:24,2022-08-23 01:37:24,2022-09-06 00:00:00
145,145,4,96,21,96,4,1,1,0,3,2020-02-07 23:51:12,2020-02-07 12:23:38,2020-02-08 00:00:00,2020-02-04 01:38:16,2020-02-04 01:38:16,2020-02-08 00:00:00
146,146,6,288,62,288,3,1,1,0,5,2020-11-24 22:22:48,2020-11-24 15:32:01,2020-11-25 00:00:00,2020-11-13 01:43:49,2020-11-13 01:43:49,2020-11-25 00:00:00
147,147,4,24,57,24,1,1,1,0,2,2021-06-02 23:35:20,2021-06-02 12:15:19,2021-06-03 00:00:00,2021-06-02 00:06:20,2021-06-02 00:06:20,2021-06-03 00:00:00
148,148,2,216,25,216,3,1,1,0,2,2022-04-17 23:09:09,2022-04-17 16:13:32,2022-04-18 00:00:00,2022-04-09 00:45:50,2022-04-09 00:45:50,2022-04-18 00:00:00
149,149,4,96,86,96,3,1,1,0,2,2018-06-20 23:28:01,2018-06-20 13:43:53,2018-06-21 00:00:00,2018-06-17 02:22:46,2018-06-17 02:22:46,2018-06-21 00:00:00
150,150,6,288,43,288,3,1,1,1,5,2022-07-22 22:32:06,2022-07-22 12:59:00,2022-07-23 00:00:00,2022-07-11 03:01:52,2022-07-11 03:01:52,2022-07-23 00:00:00
151,151,2,48,22,48,1,2,1,0,1,2018-11-29 22:12:21,2018-11-28 00:42:28,2018-11-30 00:00:00,2018-11-28 00:12:30,2018-11-28 00:12:30,2018-11-30 00:00:00
152,152,4,312,88,312,2,1,1,0,2,2021-02-25 23:06:32,2021-02-25 22:14:37,2021-02-26 00:00:00,2021-02-13 01:58:36,2021-02-13 01:58:36,2021-02-26 00:00:00
153,153,4,192,40,192,3,1,1,0,4,2022-12-21 22:19:01,2022-12-21 17:49:08,2022-12-22 00:00:00,2022-12-14 01:23:48,2022-12-14 01:23:48,2022-12-22 00:00:00
154,154,7,24,20,24,1,1,1,0,1,2021-10-15 23:27:01,2021-10-15 22:56:30,2021-10-16 00:00:00,2021-10-15 01:07:33,2021-10-15 01:07:33,2021-10-16 00:00:00
155,155,4,0,13,34560,3,1,1,0,3,2024-11-19 22:59:11,2022-07-02 00:14:46,2024-07-14 21:04:20,2020-12-11 01:53:43,2020-12-11 01:53:43,
156,156,8,336,44,336,4,1,1,2,6,2020-11-03 22:17:10,2020-10-21 00:42:39,2020-11-04 00:00:00,2020-10-21 03:29:01,2020-10-21 03:29:01,2020-11-04 00:00:00
157,157,8,24,84,24,2,1,1,0,2,2021-09-03 22:28:51,2021-09-03 19:15:38,2021-09-04 00:00:00,2021-09-03 01:07:18,2021-09-03 01:07:18,2021-09-04 00:00:00
158,158,5,264,32,264,6,1,1,0,4,2022-09-30 23:47:12,2022-09-20 00:33:48,2022-10-01 00:00:00,2022-09-20 03:43:16,2022-09-20 03:43:16,2022-10-01 00:00:00
159,159,4,0,44,30576,4,1,1,0,2,2024-11-18 20:02:57,2021-07-30 22:10:53,2022-08-16 21:50:40,2021-05-25 02:04:47,2021-05-25 02:04:47,
160,160,4,0,29,1416,1,1,1,0,4,2024-11-17 23:43:46,2024-10-20 15:16:19,2024-10-28 00:20:46,2024-09-20 00:53:04,2024-09-20 00:53:04,
161,161,3,24,62,24,3,3,1,0,2,2023-02-02 22:26:29,2023-02-02 00:19:26,2023-02-03 00:00:00,2023-02-02 01:48:43,2023-02-02 01:48:43,2023-02-03 00:00:00
162,162,0,0,52,9720,4,1,1,0,2,2024-11-13 19:51:21,2023-10-08 23:01:19,2024-01-16 06:12:17,2023-10-06 02:34:04,2023-10-06 02:34:04,
163,163,3,0,21,19200,2,1,1,0,3,2024-11-19 23:06:01,2023-02-09 09:25:25,2022-10-09 10:56:32,2022-09-12 00:23:32,2022-09-12 00:23:32,
164,164,5,168,38,168,3,1,1,0,5,2022-02-18 22:58:10,2022-02-12 00:57:56,2022-02-19 00:00:00,2022-02-12 00:39:17,2022-02-12 00:39:17,2022-02-19 00:00:00
165,165,3,312,70,312,4,2,1,0,3,2018-03-01 23:07:53,2018-03-01 12:38:00,2018-03-02 00:00:00,2018-02-17 02:15:30,2018-02-17 02:15:30,2018-03-02 00:00:00
166,166,4,0,36,12168,4,1,1,0,3,2024-11-12 21:54:06,2024-05-06 01:40:32,2024-11-05 07:02:33,2023-06-25 02:35:21,2023-06-25 02:35:21,
167,167,4,216,69,216,4,1,1,0,6,2020-09-11 22:38:09,2020-09-11 22:49:12,2020-09-12 00:00:00,2020-09-03 03:07:09,2020-09-03 03:07:09,2020-09-12 00:00:00
168,168,15,96,83,96,12,1,2,0,2,2022-02-04 22:12:46,2022-02-01 00:43:58,2022-02-05 00:00:00,2022-02-01 01:17:06,2022-02-01 09:41:57,2022-02-05 00:00:00
169,169,18,216,46,216,14,1,2,0,5,2019-02-24 22:50:05,2019-02-24 13:30:51,2019-02-25 00:00:00,2019-02-16 02:18:49,2019-02-16 12:33:03,2019-02-25 00:00:00
170,170,9,144,27,144,6,1,2,0,4,2021-09-21 23:20:32,2021-09-21 17:49:15,2021-09-22 00:00:00,2021-09-16 03:04:43,2021-09-16 04:07:50,2021-09-22 00:00:00
171,171,3,312,63,312,4,1,1,0,3,2024-05-30 23:18:09,2024-05-18 00:45:49,2024-05-31 00:00:00,2024-05-18 01:58:28,2024-05-18 01:58:28,2024-05-31 00:00:00
172,172,12,24,36,24,9,2,2,0,4,2021-04-03 22:53:35,2021-04-03 19:14:12,2021-04-04 00:00:00,2021-04-03 00:49:30,2021-04-03 06:37:15,2021-04-04 00:00:00
173,173,3,24,56,24,1,1,1,0,1,2022-11-21 23:18:13,2022-11-21 12:24:14,2022-11-22 00:00:00,2022-11-21 00:18:36,2022-11-21 00:18:36,2022-11-22 00:00:00
174,174,7,0,55,1776,4,1,1,0,5,2024-11-16 23:42:44,2024-09-04 00:33:21,2024-11-03 11:17:47,2024-09-04 03:31:13,2024-09-04 03:31:13,
175,175,10,336,37,336,4,1,1,1,6,2023-02-20 23:02:29,2023-02-20 12:35:54,2023-02-21 00:00:00,2023-02-07 03:46:58,2023-02-07 03:46:58,2023-02-21 00:00:00
176,176,26,288,110,288,26,1,2,0,3,2023-10-13 23:35:53,2023-10-02 00:52:00,2023-10-14 00:00:00,2023-10-02 03:09:06,2023-10-02 23:30:22,2023-10-14 00:00:00
177,177,3,0,42,25008,4,1,1,0,7,2024-11-15 20:39:27,2024-03-01 13:30:42,2023-07-11 04:44:34,2022-01-09 01:30:34,2022-01-09 01:30:34,
178,178,8,192,78,192,3,1,1,0,3,2021-07-16 22:02:31,2021-07-16 14:06:23,2021-07-17 00:00:00,2021-07-09 01:42:17,2021-07-09 01:42:17,2021-07-17 00:00:00
179,179,7,336,18,336,2,1,1,1,5,2023-08-20 22:49:35,2023-08-20 14:06:08,2023-08-21 00:00:00,2023-08-07 00:38:26,2023-08-07 00:38:26,2023-08-21 00:00:00
180,180,2,48,117,48,3,1,1,0,3,2018-06-04 22:04:18,2018-06-04 22:56:44,2018-06-05 00:00:00,2018-06-03 00:45:52,2018-06-03 00:45:52,2018-06-05 00:00:00
181,181,0,0,34,72,3,1,1,0,1,2024-11-17 23:01:01,2024-11-15 13:13:13,2024-11-15 06:46:52,2024-11-15 01:31:11,2024-11-15 01:31:11,
182,182,6,192,47,192,4,1,1,0,6,2020-03-26 23:29:17,2020-03-26 21:46:52,2020-03-27 00:00:00,2020-03-19 02:52:00,2020-03-19 02:52:00,2020-03-27 00:00:00
183,183,5,72,54,72,2,1,1,0,3,2024-09-23 23:42:14,2024-09-23 12:36:14,2024-09-24 00:00:00,2024-09-21 00:24:38,2024-09-21 00:24:38,2024-09-24 00:00:00
184,184,6,264,39,264,2,1,1,0,3,2024-07-30 22:05:55,2024-07-30 21:26:15,2024-07-31 00:00:00,2024-07-20 00:52:17,2024-07-20 00:52:17,2024-07-31 00:00:00
185,185,4,312,13,312,3,2,1,0,4,2024-07-24 22:17:36,2024-07-24 12:33:41,2024-07-25 00:00:00,2024-07-12 00:58:15,2024-07-12 00:58:15,2024-07-25 00:00:00
186,186,5,0,23,5136,5,1,1,0,3,2024-11-18 18:44:10,2024-07-24 18:23:49,2024-07-31 08:09:12,2024-04-19 03:18:40,2024-04-19 03:18:40,
187,187,3,192,30,192,2,1,1,0,2,2024-06-26 22:24:35,2024-06-26 14:07:30,2024-06-27 00:00:00,2024-06-19 00:08:02,2024-06-19 00:08:02,2024-06-27 00:00:00
188,188,5,264,18,264,3,1,1,1,6,2023-03-16 22:55:25,2023-03-16 18:09:22,2023-03-17 00:00:00,2023-03-06 02:23:53,2023-03-06 02:23:53,2023-03-17 00:00:00
189,189,6,0,17,1872,6,1,1,0,4,2024-11-13 19:12:25,2024-10-13 05:44:31,2024-10-30 18:55:41,2024-08-28 03:47:26,2024-08-28 03:47:26,
190,190,3,0,18,1464,3,1,1,0,2,2024-11-17 20:57:34,2024-10-27 22:03:02,2024-10-09 13:07:36,2024-09-18 02:19:57,2024-09-18 02:19:57,
191,191,3,0,19,3384,1,2,1,0,6,2024-11-12 21:51:17,2024-06-25 00:31:03,2024-10-03 03:04:46,2024-06-25 00:10:53,2024-06-25 00:10:53,
192,192,7,144,71,144,5,2,1,2,5,2024-06-09 23:34:39,2024-06-09 21:19:14,2024-06-10 00:00:00,2024-06-04 03:05:52,2024-06-04 03:05:52,2024-06-10 00:00:00
193,193,3,72,19,72,2,1,1,0,4,2023-11-19 23:45:43,2023-11-19 12:45:59,2023-11-20 00:00:00,2023-11-17 01:21:05,2023-11-17 01:21:05,2023-11-20 00:00:00
194,194,3,216,20,216,2,1,1,0,4,2024-06-28 22:17:44,2024-06-28 20:59:13,2024-06-29 00:00:00,2024-06-20 01:31:31,2024-06-20 01:31:31,2024-06-29 00:00:00
195,195,4,24,70,24,3,1,1,0,3,2023-09-17 22:48:43,2023-09-17 19:11:21,2023-09-18 00:00:00,2023-09-17 02:08:04,2023-09-17 02:08:04,2023-09-18 00:00:00
196,196,8,216,17,216,4,1,1,0,4,2023-01-26 23:31:14,2023-01-26 18:17:22,2023-01-27 00:00:00,2023-01-18 03:19:08,2023-01-18 03:19:08,2023-01-27 00:00:00
197,197,28,144,17,144,27,2,2,0,3,2024-07-15 23:25:26,2024-07-15 19:23:13,2024-07-16 00:00:00,2024-07-10 03:41:30,2024-07-11 00:52:11,2024-07-16 00:00:00
198,198,6,0,30,10200,4,1,1,0,3,2024-11-18 19:42:03,2024-01-22 13:28:36,2024-01-26 02:46:17,2023-09-21 02:46:15,2023-09-21 02:46:15,
199,199,2,24,56,24,3,1,1,0,4,2024-04-04 22:23:08,2024-04-04 18:54:29,2024-04-05 00:00:00,2024-04-04 00:59:25,2024-04-04 00:59:25,2024-04-05 00:00:00
200,200,4,216,98,216,3,1,1,0,3,2024-08-04 23:19:28,2024-08-04 13:26:32,2024-08-05 00:00:00,2024-07-27 02:35:53,2024-07-27 02:35:53,2024-08-05 00:00:00
201,201,2,336,70,336,1,1,1,0,2,2023-10-04 22:41:25,2023-09-21 00:58:25,2023-10-05 00:00:00,2023-09-21 00:19:09,2023-09-21 00:19:09,2023-10-05 00:00:00
202,202,9,312,23,312,4,1,1,1,5,2022-12-21 23:34:22,2022-12-21 13:38:35,2022-12-22 00:00:00,2022-12-09 03:13:10,2022-12-09 03:13:10,2022-12-22 00:00:00
203,203,23,168,92,168,17,1,2,0,8,2023-04-12 22:41:30,2023-04-12 17:09:59,2023-04-13 00:00:00,2023-04-06 00:08:25,2023-04-06 16:28:33,2023-04-13 00:00:00
204,204,4,336,18,336,4,1,1,1,3,2024-05-27 23:50:02,2024-05-27 18:15:05,2024-05-28 00:00:00,2024-05-14 02:09:34,2024-05-14 02:09:34,2024-05-28 00:00:00
205,205,25,336,83,336,22,1,2,0,4,2023-02-20 22:33:33,2023-02-20 16:27:22,2023-02-21 00:00:00,2023-02-07 00:35:13,2023-02-07 21:07:49,2023-02-21 00:00:00
206,206,6,216,59,216,3,2,1,1,5,2024-09-14 23:51:42,2024-09-14 13:23:45,2024-09-15 00:00:00,2024-09-06 01:26:16,2024-09-06 01:26:16,2024-09-15 00:00:00
207,207,6,264,52,264,1,1,1,0,2,2024-04-22 22:47:58,2024-04-22 12:48:31,2024-04-23 00:00:00,2024-04-12 01:12:13,2024-04-12 01:12:13,2024-04-23 00:00:00
208,208,9,96,68,96,3,1,1,0,8,2023-08-11 22:03:12,2023-08-08 00:19:07,2023-08-12 00:00:00,2023-08-08 01:56:12,2023-08-08 01:56:12,2023-08-12 00:00:00
209,209,3,0,15,288,4,2,1,0,1,2024-11-16 18:08:38,2024-11-13 11:26:35,2024-11-07 20:30:51,2024-11-05 01:49:01,2024-11-05 01:49:01,
210,210,10,72,145,72,4,1,1,0,8,2023-11-22 23:04:24,2023-11-22 20:40:10,2023-11-23 00:00:00,2023-11-20 02:39:23,2023-11-20 02:39:23,2023-11-23 00:00:00
211,211,10,72,59,72,9,1,2,1,2,2024-07-03 22:36:10,2024-07-03 21:09:55,2024-07-04 00:00:00,2024-07-01 01:46:48,2024-07-01 07:33:26,2024-07-04 00:00:00
212,212,7,192,39,192,3,1,1,1,7,2024-08-11 22:20:57,2024-08-11 18:02:44,2024-08-12 00:00:00,2024-08-04 02:16:39,2024-08-04 02:16:39,2024-08-12 00:00:00
213,213,7,0,52,1392,6,3,1,0,6,2024-11-12 22:28:20,2024-10-19 17:40:51,2024-10-26 07:54:59,2024-09-16 03:53:25,2024-09-16 03:53:25,
214,214,2,0,29,14,3,1,1,0,3,2025-01-28 08:49:56,2025-01-28 03:17:47,2025-01-28 03:51:20,2025-01-28 00:36:02,2025-01-28 00:36:02,
215,215,8,96,105,96,5,1,1,0,3,2023-12-19 22:22:59,2023-12-16 00:52:27,2023-12-20 00:00:00,2023-12-16 03:50:58,2023-12-16 03:50:58,2023-12-20 00:00:00
216,216,1,0,41,5,2,1,1,0,1,2025-01-28 02:41:06,2025-01-28 01:18:25,2025-01-28 03:18:45,2025-01-28 00:09:57,2025-01-28 00:09:57,
217,217,4,216,40,216,5,1,1,0,3,2023-12-28 23:32:33,2023-12-20 00:43:16,2023-12-29 00:00:00,2023-12-20 02:51:16,2023-12-20 02:51:16,2023-12-29 00:00:00
218,218,6,312,52,312,6,1,1,0,3,2024-02-24 23:53:31,2024-02-24 16:17:02,2024-02-25 00:00:00,2024-02-12 03:38:20,2024-02-12 03:38:20,2024-02-25 00:00:00
219,219,3,48,68,48,3,1,1,0,2,2024-09-18 22:24:46,2024-09-18 18:31:46,2024-09-19 00:00:00,2024-09-17 02:24:36,2024-09-17 02:24:36,2024-09-19 00:00:00
220,220,6,192,30,192,4,1,1,0,3,2024-07-19 23:29:00,2024-07-19 12:09:54,2024-07-20 00:00:00,2024-07-12 02:48:17,2024-07-12 02:48:17,2024-07-20 00:00:00
221,221,9,216,14,216,3,1,1,1,3,2024-03-26 22:59:32,2024-03-26 22:23:40,2024-03-27 00:00:00,2024-03-18 02:24:46,2024-03-18 02:24:46,2024-03-27 00:00:00
222,222,2,0,46,10,2,1,1,0,3,2025-01-28 09:17:44,2025-01-28 08:10:01,2025-01-28 08:45:28,2025-01-28 00:54:50,2025-01-28 00:54:50,
223,223,25,336,98,336,23,1,2,0,3,2024-09-05 23:22:55,2024-08-23 00:15:40,2024-09-06 00:00:00,2024-08-23 03:38:36,2024-08-23 22:57:19,2024-09-06 00:00:00
224,224,24,264,27,264,19,3,2,0,4,2023-12-18 23:16:13,2023-12-08 00:14:42,2023-12-19 00:00:00,2023-12-08 03:08:59,2023-12-08 17:44:42,2023-12-19 00:00:00
225,225,20,144,55,144,14,2,2,0,3,2024-10-07 23:39:18,2024-10-07 17:20:17,2024-10-08 00:00:00,2024-10-02 01:26:41,2024-10-02 13:18:03,2024-10-08 00:00:00
226,226,8,144,32,144,4,1,1,1,4,2024-03-25 23:39:39,2024-03-25 22:03:18,2024-03-26 00:00:00,2024-03-20 02:18:06,2024-03-20 02:18:06,2024-03-26 00:00:00
227,227,7,0,17,24,6,1,2,0,4,2025-03-16 21:59:28,2025-03-16 17:05:10,2025-03-16 10:43:59,2025-03-16 00:07:12,2025-03-16 04:56:52,
228,228,2,0,30,16224,2,1,1,0,1,2024-11-15 22:47:24,2023-01-10 00:29:56,2024-10-22 19:21:24,2023-01-10 00:31:47,2023-01-10 00:31:47,
229,229,6,144,41,144,2,1,1,0,5,2023-10-06 22:47:28,2023-10-06 20:06:29,2023-10-07 00:00:00,2023-10-01 01:22:50,2023-10-01 01:22:50,2023-10-07 00:00:00
230,230,6,168,51,168,3,1,1,0,6,2024-01-01 22:07:44,2024-01-01 16:03:03,2024-01-02 00:00:00,2023-12-26 01:34:32,2023-12-26 01:34:32,2024-01-02 00:00:00
231,231,8,168,27,168,2,1,1,1,5,2024-01-13 22:00:08,2024-01-13 15:24:46,2024-01-14 00:00:00,2024-01-07 02:22:47,2024-01-07 02:22:47,2024-01-14 00:00:00
232,232,5,72,60,72,3,2,1,0,3,2022-05-25 22:42:57,2022-05-25 15:24:57,2022-05-26 00:00:00,2022-05-23 00:33:49,2022-05-23 00:33:49,2022-05-26 00:00:00
233,233,7,336,68,336,6,3,1,0,5,2023-10-06 23:51:02,2023-10-06 13:44:48,2023-10-07 00:00:00,2023-09-23 03:38:38,2023-09-23 03:38:38,2023-10-07 00:00:00
234,234,4,192,103,192,5,2,1,0,4,2022-12-30 23:42:54,2022-12-30 19:23:42,2022-12-31 00:00:00,2022-12-23 02:10:18,2022-12-23 02:10:18,2022-12-31 00:00:00
235,235,7,336,35,336,4,1,1,0,3,2023-03-09 23:33:00,2023-03-09 22:27:11,2023-03-10 00:00:00,2023-02-24 01:32:24,2023-02-24 01:32:24,2023-03-10 00:00:00
236,236,2,0,62,20,1,1,1,0,3,2025-03-16 15:36:07,2025-03-16 18:47:36,2025-03-16 13:46:35,2025-03-16 00:13:09,2025-03-16 00:13:09,
237,237,5,0,41,16176,4,1,1,0,2,2024-11-14 18:14:51,2023-10-24 23:39:01,2024-01-14 04:54:24,2023-01-11 03:25:52,2023-01-11 03:25:52,
238,238,7,312,51,312,2,3,1,0,2,2022-03-03 23:43:59,2022-03-03 18:11:31,2022-03-04 00:00:00,2022-02-19 01:01:00,2022-02-19 01:01:00,2022-03-04 00:00:00
239,239,5,288,69,288,4,1,1,0,4,2022-02-23 22:29:02,2022-02-23 15:35:06,2022-02-24 00:00:00,2022-02-12 01:39:54,2022-02-12 01:39:54,2022-02-24 00:00:00
240,240,8,24,18,24,4,1,2,0,1,2021-11-13 22:28:52,2021-11-13 19:46:06,2021-11-14 00:00:00,2021-11-13 00:58:17,2021-11-13 03:28:29,2021-11-14 00:00:00
241,241,1,0,29,18480,2,1,1,0,4,2024-11-16 20:13:10,2024-09-09 06:45:30,2023-10-28 22:39:19,2022-10-09 00:13:54,2022-10-09 00:13:54,
242,242,3,216,81,216,3,1,1,1,5,2022-02-27 23:17:34,2022-02-27 13:38:57,2022-02-28 00:00:00,2022-02-19 02:22:15,2022-02-19 02:22:15,2022-02-28 00:00:00
243,243,2,192,35,192,2,1,1,0,2,2021-09-25 23:48:00,2021-09-25 13:13:35,2021-09-26 00:00:00,2021-09-18 00:09:21,2021-09-18 00:09:21,2021-09-26 00:00:00
244,244,6,192,109,192,3,3,1,0,3,2023-01-15 23:41:58,2023-01-15 20:11:11,2023-01-16 00:00:00,2023-01-08 01:44:11,2023-01-08 01:44:11,2023-01-16 00:00:00
245,245,4,0,15,16,3,1,1,0,1,2025-03-16 15:50:07,2025-03-16 09:50:18,2025-03-16 06:33:46,2025-03-16 01:29:00,2025-03-16 01:29:00,
246,246,8,336,40,336,5,1,1,0,1,2021-11-01 22:15:06,2021-11-01 20:11:16,2021-11-02 00:00:00,2021-10-19 02:57:18,2021-10-19 02:57:18,2021-11-02 00:00:00
247,247,5,240,110,240,3,1,1,1,4,2024-09-01 22:44:38,2024-09-01 14:27:53,2024-09-02 00:00:00,2024-08-23 01:54:36,2024-08-23 01:54:36,2024-09-02 00:00:00
248,248,4,48,77,48,3,1,1,0,2,2022-05-20 23:42:02,2022-05-20 14:58:47,2022-05-21 00:00:00,2022-05-19 01:10:07,2022-05-19 01:10:07,2022-05-21 00:00:00
249,249,4,240,93,240,3,1,1,0,3,2022-07-20 22:53:28,2022-07-20 20:24:28,2022-07-21 00:00:00,2022-07-11 02:40:21,2022-07-11 02:40:21,2022-07-21 00:00:00
250,250,2,120,44,120,2,1,1,0,2,2024-10-25 22:55:16,2024-10-25 19:36:30,2024-10-26 00:00:00,2024-10-21 01:30:40,2024-10-21 01:30:40,2024-10-26 00:00:00
251,251,7,288,50,288,2,1,1,0,4,2024-10-26 23:51:44,2024-10-26 12:22:07,2024-10-27 00:00:00,2024-10-15 02:08:02,2024-10-15 02:08:02,2024-10-27 00:00:00
252,252,12,192,15,192,10,1,2,0,3,2021-08-13 22:46:09,2021-08-13 17:00:04,2021-08-14 00:00:00,2021-08-06 00:58:57,2021-08-06 07:50:10,2021-08-14 00:00:00
253,253,8,336,42,336,4,1,1,0,2,2023-09-26 22:08:43,2023-09-26 15:23:42,2023-09-27 00:00:00,2023-09-13 02:29:36,2023-09-13 02:29:36,2023-09-27 00:00:00
254,254,5,168,12,168,5,1,1,0,1,2021-10-31 23:14:05,2021-10-31 17:57:27,2021-11-01 00:00:00,2021-10-25 03:48:40,2021-10-25 03:48:40,2021-11-01 00:00:00
255,255,8,72,31,72,2,1,1,0,2,2023-08-11 22:56:29,2023-08-11 13:14:30,2023-08-12 00:00:00,2023-08-09 01:10:36,2023-08-09 01:10:36,2023-08-12 00:00:00
256,256,6,288,40,288,2,1,1,1,7,2024-09-14 22:34:53,2024-09-03 00:34:16,2024-09-15 00:00:00,2024-09-03 00:25:15,2024-09-03 00:25:15,2024-09-15 00:00:00
257,257,6,120,97,120,4,1,1,0,3,2024-04-07 23:35:14,2024-04-07 20:12:54,2024-04-08 00:00:00,2024-04-03 03:51:41,2024-04-03 03:51:41,2024-04-08 00:00:00
258,258,5,120,41,120,3,1,1,2,12,2024-07-26 22:39:21,2024-07-22 00:59:04,2024-07-27 00:00:00,2024-07-22 02:20:43,2024-07-22 02:20:43,2024-07-27 00:00:00
259,259,7,72,49,72,6,1,2,1,7,2024-02-12 23:06:11,2024-02-12 12:49:25,2024-02-13 00:00:00,2024-02-10 01:53:21,2024-02-10 04:42:24,2024-02-13 00:00:00
260,260,3,0,58,6840,2,1,1,0,4,2024-11-13 20:50:07,2024-02-03 00:28:35,2024-08-26 17:28:29,2024-02-03 01:34:08,2024-02-03 01:34:08,
261,261,6,0,19,2808,4,1,1,0,1,2024-11-14 22:07:26,2024-10-16 12:26:02,2024-09-01 21:44:53,2024-07-21 02:50:13,2024-07-21 02:50:13,
262,262,8,216,91,216,3,1,1,0,5,2024-11-12 23:15:43,2024-11-04 00:19:20,2024-11-13 00:00:00,2024-11-04 03:09:42,2024-11-04 03:09:42,2024-11-13 00:00:00
263,263,6,288,22,288,4,1,2,0,3,2024-11-17 23:35:55,2024-11-06 00:19:15,2024-11-18 00:00:00,2024-11-06 00:18:33,2024-11-06 02:36:30,2024-11-18 00:00:00
264,264,2,144,86,144,3,1,1,1,4,2024-05-21 22:46:26,2024-05-21 20:25:44,2024-05-22 00:00:00,2024-05-16 00:34:28,2024-05-16 00:34:28,2024-05-22 00:00:00
265,265,0,0,28,4896,19,3,2,0,2,2024-11-15 22:53:04,2024-04-26 00:20:15,2024-07-22 01:07:23,2024-04-26 01:11:17,2024-04-26 17:51:24,
266,266,4,0,12,9,2,1,1,0,1,2024-11-23 04:22:16,2024-11-23 08:01:43,2024-11-23 03:07:12,2024-11-23 00:51:05,2024-11-23 00:51:05,
267,267,18,336,32,336,15,1,2,0,3,2024-05-15 22:05:43,2024-05-02 00:30:04,2024-05-16 00:00:00,2024-05-02 00:43:34,2024-05-02 14:00:17,2024-05-16 00:00:00
268,268,2,0,21,3,1,1,1,0,6,2024-11-25 02:12:57,2024-11-25 01:37:56,2024-11-25 02:18:11,2024-11-25 00:09:27,2024-11-25 00:09:27,
269,269,10,72,17,72,4,1,1,0,3,2024-07-24 22:05:49,2024-07-24 20:40:19,2024-07-25 00:00:00,2024-07-22 02:52:41,2024-07-22 02:52:41,2024-07-25 00:00:00
270,270,1,0,24,72,1,1,1,0,3,2024-11-17 20:32:47,2024-11-17 11:56:53,2024-11-16 23:04:23,2024-11-15 00:06:06,2024-11-15 00:06:06,
271,271,16,192,30,192,14,3,2,0,4,2024-10-11 23:01:46,2024-10-11 21:41:22,2024-10-12 00:00:00,2024-10-04 00:54:03,2024-10-04 11:28:33,2024-10-12 00:00:00
272,272,10,288,51,288,5,3,1,0,3,2024-06-29 22:27:42,2024-06-29 22:08:45,2024-06-30 00:00:00,2024-06-18 03:10:36,2024-06-18 03:10:36,2024-06-30 00:00:00
273,273,5,120,28,120,4,1,1,0,2,2024-10-05 23:46:26,2024-10-01 00:18:38,2024-10-06 00:00:00,2024-10-01 02:42:54,2024-10-01 02:42:54,2024-10-06 00:00:00
274,274,9,48,35,48,4,1,1,0,3,2024-03-11 22:58:14,2024-03-11 18:09:34,2024-03-12 00:00:00,2024-03-10 03:41:07,2024-03-10 03:41:07,2024-03-12 00:00:00
275,275,9,120,31,120,3,1,1,0,2,2024-02-11 22:19:43,2024-02-11 22:49:53,2024-02-12 00:00:00,2024-02-07 03:09:19,2024-02-07 03:09:19,2024-02-12 00:00:00
276,276,4,72,56,72,5,1,1,0,1,2024-11-12 22:22:06,2024-11-12 20:27:03,2024-11-13 00:00:00,2024-11-10 02:51:24,2024-11-10 02:51:24,2024-11-13 00:00:00
277,277,11,312,63,312,6,1,1,0,3,2024-06-05 22:04:10,2024-05-24 00:07:41,2024-06-06 00:00:00,2024-05-24 03:58:08,2024-05-24 03:58:08,2024-06-06 00:00:00
278,278,6,288,40,288,5,1,1,0,3,2024-11-12 23:44:17,2024-11-01 00:21:45,2024-11-13 00:00:00,2024-11-01 03:35:08,2024-11-01 03:35:08,2024-11-13 00:00:00
279,279,8,216,44,216,6,1,1,0,2,2024-09-09 22:45:29,2024-09-01 00:23:50,2024-09-10 00:00:00,2024-09-01 03:23:10,2024-09-01 03:23:10,2024-09-10 00:00:00
280,280,4,336,109,336,2,1,1,1,9,2024-11-16 23:43:44,2024-11-03 00:42:33,2024-11-17 00:00:00,2024-11-03 01:52:45,2024-11-03 01:52:45,2024-11-17 00:00:00
281,281,9,312,32,312,4,1,1,0,3,2022-12-16 23:44:21,2022-12-16 20:09:55,2022-12-17 00:00:00,2022-12-04 03:33:53,2022-12-04 03:33:53,2022-12-17 00:00:00
282,282,22,96,59,96,16,1,2,0,4,2024-08-20 23:46:38,2024-08-20 22:17:17,2024-08-21 00:00:00,2024-08-17 00:35:46,2024-08-17 15:25:07,2024-08-21 00:00:00
283,283,3,0,40,120,3,1,1,0,3,2024-11-19 23:47:53,2024-11-15 00:51:48,2024-11-15 05:48:09,2024-11-15 01:39:38,2024-11-15 01:39:38,
